时间,IP地址,风扇ID,链路ID,板ID,原PWM值,新PWM值,变化值
2026-03-10 01:26:11.739,192.168.1.14,2,1,3,0,0,0
2026-03-10 01:26:11.740,192.168.1.14,3,1,3,0,0,0
2026-03-10 01:26:11.744,192.168.1.14,4,1,3,0,0,0
2026-03-10 01:26:11.747,192.168.1.14,5,1,3,0,899,899
2026-03-10 01:26:11.748,192.168.1.14,6,1,3,0,0,0
2026-03-10 01:26:11.749,192.168.1.14,7,1,3,0,0,0
2026-03-10 01:26:11.751,192.168.1.14,8,1,3,0,0,0
2026-03-10 01:26:11.751,192.168.1.14,9,1,3,0,0,0
2026-03-10 01:26:11.752,192.168.1.14,10,1,3,0,0,0
2026-03-10 01:26:11.752,192.168.1.14,11,1,3,0,0,0
2026-03-10 01:26:11.752,192.168.1.14,12,1,3,0,0,0
2026-03-10 01:26:11.753,192.168.1.14,13,1,3,0,0,0
2026-03-10 01:26:11.753,192.168.1.14,14,1,3,0,0,0
2026-03-10 01:26:11.753,192.168.1.14,15,1,3,0,0,0
2026-03-10 01:36:17.870,192.168.1.10,13,0,9,0,129,129
2026-03-10 01:36:17.885,192.168.1.10,9,0,9,0,0,0
2026-03-10 01:36:17.886,192.168.1.10,5,0,9,0,0,0
2026-03-10 01:36:17.887,192.168.1.10,1,0,9,0,0,0
2026-03-10 01:36:17.891,192.168.1.10,14,0,9,0,0,0
2026-03-10 01:36:17.891,192.168.1.10,10,0,9,0,0,0
2026-03-10 01:36:17.892,192.168.1.10,6,0,9,0,0,0
2026-03-10 01:36:17.893,192.168.1.10,2,0,9,0,0,0
2026-03-10 01:36:17.895,192.168.1.10,15,0,9,0,0,0
2026-03-10 01:36:17.895,192.168.1.10,11,0,9,0,0,0
2026-03-10 01:36:17.896,192.168.1.10,7,0,9,0,0,0
2026-03-10 01:36:17.896,192.168.1.10,3,0,9,0,0,0
2026-03-10 01:36:17.896,192.168.1.10,16,0,9,0,0,0
2026-03-10 01:36:17.896,192.168.1.10,12,0,9,0,0,0
2026-03-10 01:36:17.897,192.168.1.10,8,0,9,0,0,0
2026-03-10 01:36:17.897,192.168.1.10,4,0,9,0,0,0
2026-03-10 01:36:31.404,192.168.1.10,13,0,9,129,129,0
2026-03-10 01:36:31.405,192.168.1.10,9,0,9,0,0,0
2026-03-10 01:36:31.408,192.168.1.10,5,0,9,0,0,0
2026-03-10 01:36:31.411,192.168.1.10,1,0,9,0,0,0
2026-03-10 01:36:31.411,192.168.1.10,14,0,9,0,139,139
2026-03-10 01:36:31.411,192.168.1.10,10,0,9,0,0,0
2026-03-10 01:36:31.411,192.168.1.10,6,0,9,0,0,0
2026-03-10 01:36:31.411,192.168.1.10,2,0,9,0,0,0
2026-03-10 01:36:31.411,192.168.1.10,15,0,9,0,0,0
2026-03-10 01:36:31.412,192.168.1.10,11,0,9,0,0,0
2026-03-10 01:36:31.412,192.168.1.10,7,0,9,0,0,0
2026-03-10 01:36:31.412,192.168.1.10,3,0,9,0,0,0
2026-03-10 01:36:31.413,192.168.1.10,16,0,9,0,0,0
2026-03-10 01:36:31.413,192.168.1.10,12,0,9,0,0,0
2026-03-10 01:36:31.413,192.168.1.10,8,0,9,0,0,0
2026-03-10 01:36:31.414,192.168.1.10,4,0,9,0,0,0
2026-03-10 01:43:05.159,192.168.1.10,13,0,9,0,199,199
2026-03-10 01:43:05.173,192.168.1.10,9,0,9,0,0,0
2026-03-10 01:43:05.174,192.168.1.10,5,0,9,0,0,0
2026-03-10 01:43:05.175,192.168.1.10,1,0,9,0,0,0
2026-03-10 01:43:05.175,192.168.1.10,14,0,9,0,0,0
2026-03-10 01:43:05.176,192.168.1.10,10,0,9,0,0,0
2026-03-10 01:43:05.177,192.168.1.10,6,0,9,0,0,0
2026-03-10 01:43:05.178,192.168.1.10,2,0,9,0,0,0
2026-03-10 01:43:05.178,192.168.1.10,15,0,9,0,0,0
2026-03-10 01:43:05.178,192.168.1.10,11,0,9,0,0,0
2026-03-10 01:43:05.178,192.168.1.10,7,0,9,0,0,0
2026-03-10 01:43:05.178,192.168.1.10,3,0,9,0,0,0
2026-03-10 01:43:05.178,192.168.1.10,16,0,9,0,0,0
2026-03-10 01:43:05.178,192.168.1.10,12,0,9,0,0,0
2026-03-10 01:43:05.179,192.168.1.10,8,0,9,0,0,0
2026-03-10 01:43:05.179,192.168.1.10,4,0,9,0,0,0
2026-03-10 01:43:52.910,192.168.1.10,13,0,9,0,0,0
2026-03-10 01:43:52.911,192.168.1.10,9,0,9,0,199,199
2026-03-10 01:43:52.912,192.168.1.10,5,0,9,0,0,0
2026-03-10 01:43:52.913,192.168.1.10,1,0,9,0,0,0
2026-03-10 01:43:52.914,192.168.1.10,14,0,9,0,0,0
2026-03-10 01:43:52.915,192.168.1.10,10,0,9,0,0,0
2026-03-10 01:43:52.915,192.168.1.10,6,0,9,0,0,0
2026-03-10 01:43:52.916,192.168.1.10,2,0,9,0,0,0
2026-03-10 01:43:52.916,192.168.1.10,15,0,9,0,0,0
2026-03-10 01:43:52.917,192.168.1.10,11,0,9,0,0,0
2026-03-10 01:43:52.917,192.168.1.10,7,0,9,0,0,0
2026-03-10 01:43:52.919,192.168.1.10,3,0,9,0,0,0
2026-03-10 01:43:52.920,192.168.1.10,16,0,9,0,0,0
2026-03-10 01:43:52.923,192.168.1.10,12,0,9,0,0,0
2026-03-10 01:43:52.924,192.168.1.10,8,0,9,0,0,0
2026-03-10 01:43:52.924,192.168.1.10,4,0,9,0,0,0
2026-03-10 01:44:33.328,192.168.1.10,13,0,9,0,0,0
2026-03-10 01:44:33.329,192.168.1.10,9,0,9,0,0,0
2026-03-10 01:44:33.329,192.168.1.10,5,0,9,0,199,199
2026-03-10 01:44:33.330,192.168.1.10,1,0,9,0,0,0
2026-03-10 01:44:33.331,192.168.1.10,14,0,9,0,0,0
2026-03-10 01:44:33.331,192.168.1.10,10,0,9,0,0,0
2026-03-10 01:44:33.332,192.168.1.10,6,0,9,0,0,0
2026-03-10 01:44:33.332,192.168.1.10,2,0,9,0,0,0
2026-03-10 01:44:33.333,192.168.1.10,15,0,9,0,0,0
2026-03-10 01:44:33.333,192.168.1.10,11,0,9,0,0,0
2026-03-10 01:44:33.333,192.168.1.10,7,0,9,0,0,0
2026-03-10 01:44:33.334,192.168.1.10,3,0,9,0,0,0
2026-03-10 01:44:33.334,192.168.1.10,16,0,9,0,0,0
2026-03-10 01:44:33.335,192.168.1.10,12,0,9,0,0,0
2026-03-10 01:44:33.335,192.168.1.10,8,0,9,0,0,0
2026-03-10 01:44:33.335,192.168.1.10,4,0,9,0,0,0
2026-03-10 01:45:04.397,192.168.1.10,13,0,9,0,989,989
2026-03-10 01:45:04.399,192.168.1.10,9,0,9,0,0,0
2026-03-10 01:45:04.400,192.168.1.10,5,0,9,0,0,0
2026-03-10 01:45:04.400,192.168.1.10,1,0,9,0,0,0
2026-03-10 01:45:04.404,192.168.1.10,14,0,9,0,0,0
2026-03-10 01:45:04.405,192.168.1.10,10,0,9,0,0,0
2026-03-10 01:45:04.405,192.168.1.10,6,0,9,0,0,0
2026-03-10 01:45:04.407,192.168.1.10,2,0,9,0,0,0
2026-03-10 01:45:04.407,192.168.1.10,15,0,9,0,0,0
2026-03-10 01:45:04.408,192.168.1.10,11,0,9,0,0,0
2026-03-10 01:45:04.409,192.168.1.10,7,0,9,0,0,0
2026-03-10 01:45:04.410,192.168.1.10,3,0,9,0,0,0
2026-03-10 01:45:04.410,192.168.1.10,16,0,9,0,0,0
2026-03-10 01:45:04.411,192.168.1.10,12,0,9,0,0,0
2026-03-10 01:45:04.412,192.168.1.10,8,0,9,0,0,0
2026-03-10 01:45:04.412,192.168.1.10,4,0,9,0,0,0
2026-03-10 01:49:10.368,192.168.1.10,13,0,9,0,299,299
2026-03-10 01:49:10.383,192.168.1.10,9,0,9,0,0,0
2026-03-10 01:49:10.385,192.168.1.10,5,0,9,0,0,0
2026-03-10 01:49:10.388,192.168.1.10,1,0,9,0,0,0
2026-03-10 01:49:10.389,192.168.1.10,14,0,9,0,0,0
2026-03-10 01:49:10.390,192.168.1.10,10,0,9,0,0,0
2026-03-10 01:49:10.390,192.168.1.10,6,0,9,0,0,0
2026-03-10 01:49:10.390,192.168.1.10,2,0,9,0,0,0
2026-03-10 01:49:10.390,192.168.1.10,15,0,9,0,0,0
2026-03-10 01:49:10.391,192.168.1.10,11,0,9,0,0,0
2026-03-10 01:49:10.391,192.168.1.10,7,0,9,0,0,0
2026-03-10 01:49:10.391,192.168.1.10,3,0,9,0,0,0
2026-03-10 01:49:10.391,192.168.1.10,16,0,9,0,0,0
2026-03-10 01:49:10.391,192.168.1.10,12,0,9,0,0,0
2026-03-10 01:49:10.391,192.168.1.10,8,0,9,0,0,0
2026-03-10 01:49:10.391,192.168.1.10,4,0,9,0,0,0
2026-03-10 01:54:10.647,192.168.1.10,13,0,9,0,299,299
2026-03-10 01:54:10.663,192.168.1.10,9,0,9,0,0,0
2026-03-10 01:54:10.664,192.168.1.10,5,0,9,0,0,0
2026-03-10 01:54:10.664,192.168.1.10,1,0,9,0,0,0
2026-03-10 01:54:10.665,192.168.1.10,14,0,9,0,0,0
2026-03-10 01:54:10.665,192.168.1.10,10,0,9,0,0,0
2026-03-10 01:54:10.665,192.168.1.10,6,0,9,0,0,0
2026-03-10 01:54:10.665,192.168.1.10,2,0,9,0,0,0
2026-03-10 01:54:10.666,192.168.1.10,15,0,9,0,0,0
2026-03-10 01:54:10.666,192.168.1.10,11,0,9,0,0,0
2026-03-10 01:54:10.666,192.168.1.10,7,0,9,0,0,0
2026-03-10 01:54:10.667,192.168.1.10,3,0,9,0,0,0
2026-03-10 01:54:10.667,192.168.1.10,16,0,9,0,0,0
2026-03-10 01:54:10.667,192.168.1.10,12,0,9,0,0,0
2026-03-10 01:54:10.667,192.168.1.10,8,0,9,0,0,0
2026-03-10 01:54:10.667,192.168.1.10,4,0,9,0,0,0
2026-03-10 01:58:03.303,192.168.1.10,13,0,9,0,499,499
2026-03-10 01:58:03.319,192.168.1.10,9,0,9,0,0,0
2026-03-10 01:58:03.319,192.168.1.10,5,0,9,0,0,0
2026-03-10 01:58:03.320,192.168.1.10,1,0,9,0,0,0
2026-03-10 01:58:03.320,192.168.1.10,14,0,9,0,0,0
2026-03-10 01:58:03.321,192.168.1.10,10,0,9,0,0,0
2026-03-10 01:58:03.321,192.168.1.10,6,0,9,0,0,0
2026-03-10 01:58:03.321,192.168.1.10,2,0,9,0,0,0
2026-03-10 01:58:03.322,192.168.1.10,15,0,9,0,0,0
2026-03-10 01:58:03.322,192.168.1.10,11,0,9,0,0,0
2026-03-10 01:58:03.323,192.168.1.10,7,0,9,0,0,0
2026-03-10 01:58:03.324,192.168.1.10,3,0,9,0,0,0
2026-03-10 01:58:03.324,192.168.1.10,16,0,9,0,0,0
2026-03-10 01:58:03.324,192.168.1.10,12,0,9,0,0,0
2026-03-10 01:58:03.324,192.168.1.10,8,0,9,0,0,0
2026-03-10 01:58:03.325,192.168.1.10,4,0,9,0,0,0
2026-03-10 02:00:17.009,192.168.1.10,13,0,9,0,399,399
2026-03-10 02:00:17.024,192.168.1.10,9,0,9,0,0,0
2026-03-10 02:00:17.025,192.168.1.10,5,0,9,0,0,0
2026-03-10 02:00:17.026,192.168.1.10,1,0,9,0,0,0
2026-03-10 02:00:17.026,192.168.1.10,14,0,9,0,0,0
2026-03-10 02:00:17.027,192.168.1.10,10,0,9,0,0,0
2026-03-10 02:00:17.028,192.168.1.10,6,0,9,0,0,0
2026-03-10 02:00:17.028,192.168.1.10,2,0,9,0,0,0
2026-03-10 02:00:17.028,192.168.1.10,15,0,9,0,0,0
2026-03-10 02:00:17.028,192.168.1.10,11,0,9,0,0,0
2026-03-10 02:00:17.029,192.168.1.10,7,0,9,0,0,0
2026-03-10 02:00:17.029,192.168.1.10,3,0,9,0,0,0
2026-03-10 02:00:17.029,192.168.1.10,16,0,9,0,0,0
2026-03-10 02:00:17.029,192.168.1.10,12,0,9,0,0,0
2026-03-10 02:00:17.029,192.168.1.10,8,0,9,0,0,0
2026-03-10 02:00:17.029,192.168.1.10,4,0,9,0,0,0
2026-03-10 02:01:50.252,192.168.1.10,13,0,9,0,0,0
2026-03-10 02:01:50.253,192.168.1.10,9,0,9,0,0,0
2026-03-10 02:01:50.253,192.168.1.10,5,0,9,0,0,0
2026-03-10 02:01:50.254,192.168.1.10,1,0,9,0,0,0
2026-03-10 02:01:50.254,192.168.1.10,14,0,9,0,0,0
2026-03-10 02:01:50.254,192.168.1.10,10,0,9,0,199,199
2026-03-10 02:01:50.254,192.168.1.10,6,0,9,0,0,0
2026-03-10 02:01:50.254,192.168.1.10,2,0,9,0,0,0
2026-03-10 02:01:50.254,192.168.1.10,15,0,9,0,0,0
2026-03-10 02:01:50.254,192.168.1.10,11,0,9,0,0,0
2026-03-10 02:01:50.254,192.168.1.10,7,0,9,0,0,0
2026-03-10 02:01:50.254,192.168.1.10,3,0,9,0,0,0
2026-03-10 02:01:50.254,192.168.1.10,16,0,9,0,0,0
2026-03-10 02:01:50.255,192.168.1.10,12,0,9,0,0,0
2026-03-10 02:01:50.255,192.168.1.10,8,0,9,0,0,0
2026-03-10 02:01:50.255,192.168.1.10,4,0,9,0,0,0
2026-03-10 02:01:54.222,192.168.1.10,13,0,9,0,0,0
2026-03-10 02:01:54.222,192.168.1.10,9,0,9,0,0,0
2026-03-10 02:01:54.223,192.168.1.10,5,0,9,0,0,0
2026-03-10 02:01:54.223,192.168.1.10,1,0,9,0,0,0
2026-03-10 02:01:54.223,192.168.1.10,14,0,9,0,0,0
2026-03-10 02:01:54.223,192.168.1.10,10,0,9,199,199,0
2026-03-10 02:01:54.224,192.168.1.10,6,0,9,0,0,0
2026-03-10 02:01:54.224,192.168.1.10,2,0,9,0,0,0
2026-03-10 02:01:54.224,192.168.1.10,15,0,9,0,0,0
2026-03-10 02:01:54.224,192.168.1.10,11,0,9,0,0,0
2026-03-10 02:01:54.225,192.168.1.10,7,0,9,0,299,299
2026-03-10 02:01:54.227,192.168.1.10,3,0,9,0,0,0
2026-03-10 02:01:54.228,192.168.1.10,16,0,9,0,0,0
2026-03-10 02:01:54.228,192.168.1.10,12,0,9,0,0,0
2026-03-10 02:01:54.228,192.168.1.10,8,0,9,0,0,0
2026-03-10 02:01:54.230,192.168.1.10,4,0,9,0,0,0
2026-03-10 02:01:59.518,192.168.1.10,13,0,9,0,0,0
2026-03-10 02:01:59.524,192.168.1.10,9,0,9,0,0,0
2026-03-10 02:01:59.526,192.168.1.10,5,0,9,0,0,0
2026-03-10 02:01:59.526,192.168.1.10,1,0,9,0,0,0
2026-03-10 02:01:59.527,192.168.1.10,14,0,9,0,0,0
2026-03-10 02:01:59.528,192.168.1.10,10,0,9,199,199,0
2026-03-10 02:01:59.529,192.168.1.10,6,0,9,0,0,0
2026-03-10 02:01:59.529,192.168.1.10,2,0,9,0,0,0
2026-03-10 02:01:59.530,192.168.1.10,15,0,9,0,0,0
2026-03-10 02:01:59.530,192.168.1.10,11,0,9,0,0,0
2026-03-10 02:01:59.531,192.168.1.10,7,0,9,299,299,0
2026-03-10 02:01:59.531,192.168.1.10,3,0,9,0,0,0
2026-03-10 02:01:59.531,192.168.1.10,16,0,9,0,989,989
2026-03-10 02:01:59.531,192.168.1.10,12,0,9,0,0,0
2026-03-10 02:01:59.531,192.168.1.10,8,0,9,0,0,0
2026-03-10 02:01:59.532,192.168.1.10,4,0,9,0,0,0
2026-03-10 02:05:39.251,192.168.1.7,13,0,6,0,0,0
2026-03-10 02:05:39.267,192.168.1.7,9,0,6,0,0,0
2026-03-10 02:05:39.267,192.168.1.7,5,0,6,0,0,0
2026-03-10 02:05:39.268,192.168.1.7,1,0,6,0,0,0
2026-03-10 02:05:39.268,192.168.1.7,14,0,6,0,0,0
2026-03-10 02:05:39.268,192.168.1.7,10,0,6,0,0,0
2026-03-10 02:05:39.269,192.168.1.7,6,0,6,0,0,0
2026-03-10 02:05:39.269,192.168.1.7,2,0,6,0,0,0
2026-03-10 02:05:39.269,192.168.1.7,15,0,6,0,0,0
2026-03-10 02:05:39.270,192.168.1.7,11,0,6,0,99,99
2026-03-10 02:05:39.270,192.168.1.7,7,0,6,0,0,0
2026-03-10 02:05:39.270,192.168.1.7,3,0,6,0,0,0
2026-03-10 02:05:39.271,192.168.1.7,16,0,6,0,0,0
2026-03-10 02:05:39.271,192.168.1.7,12,0,6,0,0,0
2026-03-10 02:05:39.271,192.168.1.7,8,0,6,0,0,0
2026-03-10 02:05:39.272,192.168.1.7,4,0,6,0,0,0
2026-03-10 02:06:41.071,192.168.1.5,13,0,4,0,0,0
2026-03-10 02:06:41.074,192.168.1.5,9,0,4,0,0,0
2026-03-10 02:06:41.075,192.168.1.5,5,0,4,0,0,0
2026-03-10 02:06:41.075,192.168.1.5,1,0,4,0,0,0
2026-03-10 02:06:41.076,192.168.1.5,14,0,4,0,0,0
2026-03-10 02:06:41.078,192.168.1.5,10,0,4,0,0,0
2026-03-10 02:06:41.078,192.168.1.5,6,0,4,0,199,199
2026-03-10 02:06:41.080,192.168.1.5,2,0,4,0,0,0
2026-03-10 02:06:41.081,192.168.1.5,15,0,4,0,0,0
2026-03-10 02:06:41.081,192.168.1.5,11,0,4,0,0,0
2026-03-10 02:06:41.082,192.168.1.5,7,0,4,0,0,0
2026-03-10 02:06:41.083,192.168.1.5,3,0,4,0,0,0
2026-03-10 02:06:41.083,192.168.1.5,16,0,4,0,0,0
2026-03-10 02:06:41.085,192.168.1.5,12,0,4,0,0,0
2026-03-10 02:06:41.086,192.168.1.5,8,0,4,0,0,0
2026-03-10 02:06:41.086,192.168.1.5,4,0,4,0,0,0
